,Australian Dollar,Bahraini Dinar,Canadian Dollar,Chinese Yuan,Danish Krone,Hongkong Dollar,Japnese Yen,Kuwaiti Dinar,Malaysian Ringgit,New Zealand Dollar,Norwegian Krone,Omani Rial,Qatari Rial,Singaporian Dollar,Swedish Krone,Swiss Franc,Saudi Arabian Rial,Thai Baht,Turkish Lira,UAE Dirham,UK Pound Sterling,U.S. Dollar,Euro, SDR,Year,Month
557,98.9035,250.6051,95.0004,14.8618,15.7308,12.184,1.2023,335.1387,30.3217,76.5201,15.9811,245.4032,25.9643,75.7067,14.1408,97.4714,25.2077,3.0054,52.7231,25.7167,148.2634,94.466,117.0412,143.0207,2012.0,Aug
558,98.2658,250.9275,96.6444,14.9667,16.3131,12.2019,1.2102,336.6064,30.7104,77.2616,16.444,245.7192,25.9944,76.7825,14.3314,100.5637,25.2396,3.0513,52.5982,25.7523,152.1753,94.5877,121.5125,145.5792,2012.0,Sep
559,98.1347,253.0167,96.7808,15.223,16.5789,12.3053,1.2094,339.6223,31.1955,78.1607,16.712,247.7644,26.2125,77.8734,14.3825,102.1477,25.4402,3.1062,53.0389,25.9545,153.1388,95.3487,123.5508,147.1096,2012.0,Oct
560,99.9243,254.7717,96.3226,15.415,16.5303,12.3917,1.1857,340.8203,31.4051,78.6248,16.7926,249.4536,26.3916,78.4733,14.326,102.2254,25.6109,3.1262,53.6347,26.1342,153.2397,95.9926,123.1831,146.9802,2012.0,Nov
561,101.6969,257.8618,98.2096,15.6037,17.0899,12.5448,1.1606,345.7116,31.8151,80.7824,17.3074,252.5095,26.7147,79.6085,14.7203,105.416,25.9278,3.1723,54.4795,26.4636,156.7303,97.187,127.3873,149.6326,2012.0,Dec
562,102.3631,258.6545,98.3595,15.6756,17.361,12.5782,1.096,346.4037,32.0917,81.5817,17.541,253.2873,26.7963,79.3696,15.0298,105.3782,26.0094,3.2419,55.1496,26.5516,155.7154,97.472,129.4163,149.7684,2013.0,Jan
563,101.0612,260.0139,97.1659,15.7248,17.5459,12.6378,1.0522,347.4417,31.6308,82.1726,17.6252,254.6206,26.9356,79.1159,15.3783,106.3569,26.153,3.3123,54.9975,26.6822,151.6653,97.9687,130.7992,149.7252,2013.0,Feb
564,101.408,260.2913,95.7377,15.7848,17.0662,12.6433,1.0345,345.1351,31.558,81.1722,16.9972,254.8783,26.9631,78.6977,15.2383,103.6825,26.1679,3.3414,54.2282,26.6989,147.8588,98.0605,127.1233,147.5617,2013.0,Mar
565,102.0814,260.885,96.523,15.895,17.1653,12.6692,1.0072,345.0512,32.2449,83.2774,16.9633,255.4668,27.0248,79.4372,15.1509,104.8744,26.2382,3.3941,54.6891,26.7691,150.319,98.3119,127.8683,148.0045,2013.0,Apr
566,97.4173,261.0306,96.4199,16.0275,17.1336,12.6792,0.9744,344.7127,32.6036,81.1193,16.8927,255.6119,27.0391,78.8017,14.8904,102.8667,26.2434,3.3234,53.9195,26.7912,150.3367,98.3739,127.5997,147.6116,2013.0,May
567,92.979,261.6293,95.6175,16.0734,17.4509,12.709,1.0122,346.905,31.3295,77.8974,16.8271,256.1953,27.099,78.2238,14.9942,105.591,26.2971,3.2173,51.9046,26.8493,152.6413,98.5796,130.0301,149.4045,2013.0,Jun
568,92.1307,266.7841,96.6075,16.392,17.6448,12.9641,1.0078,352.5686,31.4867,79.3245,16.6845,261.246,27.6376,79.2547,15.2056,106.3582,26.7979,3.2492,52.066,27.3592,152.5416,100.4754,131.4148,151.258,2013.0,Jul
569,92.921,273.3533,98.9632,16.8267,18.3969,13.2827,1.0507,362.2896,31.3944,81.4181,17.2691,267.6785,28.316,80.8194,15.7685,111.174,27.4539,3.2729,52.4587,28.0255,159.295,102.9331,137.0284,156.3878,2013.0,Aug
570,97.6648,279.5654,101.6134,17.2134,18.8494,13.5827,1.0605,370.6494,32.3951,85.5727,17.6403,273.7584,28.9651,83.3388,16.2049,113.8429,28.074,3.3381,52.2559,28.6623,166.7399,105.2488,140.412,160.644,2013.0,Sep
571,100.9097,281.969,102.4311,17.3915,19.4385,13.6985,1.0862,376.3454,33.3907,88.3773,17.8483,276.1051,29.2071,85.3342,16.5989,117.7568,28.3231,3.4224,53.3639,28.9166,171.0463,106.1966,144.8968,163.6346,2013.0,Oct
572,100.2731,285.4606,102.5316,17.6324,19.4547,13.8688,1.075,380.1142,33.5868,88.8548,17.7019,279.5254,29.5723,86.1643,16.3547,117.7631,28.6692,3.4186,53.13,29.2714,173.0049,107.5054,145.0361,164.5673,2013.0,Nov
573,96.0729,283.8701,100.5681,17.612,19.6377,13.8002,1.0336,378.7035,32.9218,87.9384,17.4305,277.9719,29.4071,84.9709,16.3485,119.579,28.5333,3.3266,51.9266,29.1336,175.0838,106.971,146.4302,164.8406,2013.0,Dec
574,93.2613,279.7242,96.4223,17.4108,19.2378,13.5863,1.013,373.1346,31.8574,87.1359,17.1154,273.9097,28.9746,82.7816,16.261,116.5402,28.106,3.2197,47.5499,28.6979,173.5254,105.3857,143.4783,162.0227,2014.0,Jan
575,94.2009,278.7992,95.0596,17.2685,19.2317,13.5414,1.0286,372.4646,31.729,87.0799,17.1654,273.0035,28.8794,82.9418,16.1716,117.4797,28.0151,3.2393,47.4979,28.6036,173.9179,105.0605,143.4432,161.9983,2014.0,Feb
576,90.6857,265.1355,90.0225,16.1882,18.5207,12.8843,0.9772,355.1901,30.4454,85.1932,16.6606,259.6259,27.469,78.8879,15.6037,113.5311,26.6656,3.1054,45.0658,27.2225,166.101,99.9777,138.1241,154.9027,2014.0,Mar
577,90.7979,258.9241,88.6796,15.6531,18.0304,12.5762,0.9507,346.7845,29.9075,83.98,16.3013,253.5559,26.8231,77.6694,14.9075,110.3955,26.0031,3.0389,45.7785,26.5481,163.0982,97.4928,134.5193,151.1245,2014.0,Apr
578,91.7598,261.7292,90.5474,15.7929,18.1428,12.7174,0.9682,350.5609,30.5113,84.8648,16.5906,256.305,27.108,78.7566,15.0044,110.9855,26.2872,3.053,47.1341,26.842,166.0195,98.5947,135.3693,152.7428,2014.0,May
579,92.1739,261.29,90.8801,15.7856,17.9406,12.6985,0.9645,349.5088,30.5613,84.8537,16.308,255.8793,27.0735,78.6521,14.726,109.8656,26.247,3.0488,46.3911,26.8017,166.2752,98.4679,133.7878,151.9282,2014.0,Jun
580,92.6105,261.893,92.0946,15.884,17.9355,12.7245,0.9704,349.9097,30.9624,85.9952,15.929,256.4505,27.1242,79.349,14.4839,110.0846,26.2976,3.0898,46.4694,26.8516,168.5664,98.6543,133.7113,152.2646,2014.0,Jul
581,93.1544,266.0866,91.6475,16.2515,17.8815,12.9217,0.972,353.6401,31.5156,84.3928,16.1499,260.5614,27.5627,80.1959,14.5123,109.9802,26.7017,3.1477,46.2418,27.256,167.0683,100.0897,133.2126,153.004,2014.0,Aug
582,92.7943,271.8156,93.0727,16.6639,17.7605,13.2088,0.955,357.7825,31.8403,83.5295,16.154,266.1698,28.1552,81.0649,14.3815,109.4509,27.2988,3.1897,46.2883,27.8702,166.9161,102.3425,132.1073,153.7461,2014.0,Sep
583,90.2264,272.8432,91.6444,16.7696,17.5259,13.2472,0.9532,356.2796,31.4291,81.0695,15.6934,267.1821,28.2559,80.7105,14.2137,108.0607,27.3946,3.1751,45.583,27.9786,165.2494,102.7537,130.4008,152.8985,2014.0,Oct
584,87.9251,270.1092,89.8611,16.6039,17.0686,13.1276,0.8742,350.1075,30.4019,79.7754,14.943,264.5024,27.9804,78.509,13.734,105.5735,27.1325,3.1074,45.4571,27.7129,160.3856,101.7874,126.9197,149.7642,2014.0,Nov
585,83.1334,267.5589,87.4636,16.2791,16.7028,13.002,0.8449,345.5934,28.9648,78.2086,13.8512,262.0115,27.7192,76.6558,13.226,103.3284,26.8668,3.0689,43.9502,27.4498,157.5266,100.8234,124.2046,147.0766,2014.0,Dec
586,81.3465,267.3447,83.4048,16.185,15.7483,12.988,0.8508,342.6564,28.0866,76.9837,13.1036,261.8129,27.6921,75.2834,12.4219,106.9919,26.8142,3.0798,43.0815,27.4117,152.5334,100.6834,117.0922,143.2795,2015.0,Jan
587,78.9003,269.1468,81.0219,16.1915,15.45,13.0605,0.8539,343.6149,28.1219,75.501,13.3432,263.5757,27.8779,74.7578,12.141,108.3337,26.9963,3.1195,41.0641,27.5806,155.2163,101.3651,115.047,143.3639,2015.0,Feb
588,78.5801,270.1114,80.6988,16.3009,14.7874,13.1186,0.8454,341.0843,27.6728,75.88,12.7619,264.5089,27.9761,73.9032,11.9339,103.824,27.1305,3.1237,39.2744,27.705,152.4451,101.7598,110.1936,141.0701,2015.0,Mar
589,78.5158,269.8818,82.289,16.4115,14.7088,13.1275,0.8511,337.751,28.0235,77.046,12.8813,264.3049,27.9565,75.3753,11.762,105.7196,27.1209,3.1316,38.4121,27.6929,151.7945,101.7004,109.6853,140.8524,2015.0,Apr
590,80.4125,269.0697,83.7223,16.4169,15.2382,13.1382,0.8437,337.7332,28.3096,75.2488,13.5007,264.5546,27.9845,76.2985,12.2198,109.2059,27.1499,3.0392,38.5462,27.7201,157.4125,101.8043,113.5369,143.0754,2015.0,May
591,78.4474,268.9782,82.3169,16.4085,15.2938,13.1327,0.8237,337.2913,27.2521,71.1702,13.0415,264.4459,27.9726,75.5913,12.2935,109.1109,27.1439,3.0192,37.6854,27.7146,158.1071,101.7725,113.9604,143.0595,2015.0,Jun
592,75.3497,268.8307,79.322,16.3725,15.0137,13.1172,0.8265,336.4958,26.7317,67.7339,12.5237,264.2859,27.9516,74.7397,11.9412,106.6831,27.1129,2.9645,37.5359,27.6844,158.008,101.7194,111.9731,142.103,2015.0,Jul
593,74.5567,270.4709,77.8318,16.1577,15.2775,13.2092,0.8322,338.9668,25.2515,67.0588,12.4233,266.0499,28.1373,73.1858,11.9719,105.7546,27.2949,2.892,35.9032,27.8723,159.4853,102.3361,113.8981,143.6329,2015.0,Aug
594,73.5459,275.3802,78.6856,16.3869,15.7102,13.4572,0.8674,345.7616,24.2486,65.9923,12.6209,270.9656,28.6579,73.6844,12.4696,107.3087,27.8031,2.8992,34.6549,28.388,159.9411,104.2068,117.0996,146.7608,2015.0,Sep
595,75.2072,276.0646,79.9285,16.4707,15.7405,13.4881,0.87,346.5137,24.5487,69.6809,12.6441,271.6042,28.7295,74.4872,12.5597,107.8491,27.8691,2.9301,35.6547,28.4528,160.0182,104.4807,117.3259,147.1387,2015.0,Oct
596,75.3531,278.5366,79.4943,16.5623,15.19,13.6024,0.8604,347.0888,24.4603,69.213,12.2271,273.9502,28.9795,74.5746,12.1609,104.5417,28.1001,2.9501,36.7164,28.6979,160.2156,105.3726,113.2076,145.8444,2015.0,Nov
597,75.822,276.5499,76.5397,16.246,15.2608,13.5075,0.859,344.885,24.4736,70.4574,12.0534,272.0167,28.7732,74.2939,12.3048,105.1064,27.9036,2.9115,35.8786,28.5017,156.9256,104.6578,113.7523,145.1964,2015.0,Dec
598,73.4652,277.2201,73.7175,15.9622,15.2781,13.4846,0.8865,345.1943,24.1509,68.4873,11.8924,272.4458,28.822,73.1414,12.2831,104.2001,27.9503,2.902,34.8351,28.5509,151.0231,104.8388,113.8436,145.0064,2016.0,Jan
599,74.5797,276.5486,75.7852,16.0267,15.5833,13.4661,0.9123,348.9191,25.0213,69.2882,12.164,271.8413,28.7551,74.4388,12.363,105.4546,27.9234,2.9406,35.5408,28.51,149.6616,104.6232,116.0891,145.8672,2016.0,Feb
600,78.2572,276.6732,78.9739,16.0913,15.5942,13.4901,0.9263,347.7851,25.6692,70.3751,12.3316,271.96,28.7622,76.1003,12.5181,106.4052,27.9103,2.9726,36.2584,28.4955,148.7347,104.647,116.1732,146.1468,2016.0,Mar
601,80.1764,276.6996,81.5343,16.1701,15.9509,13.5021,0.9551,347.2488,26.8346,72.098,12.7276,272.0107,28.7686,77.4884,12.8832,108.5619,27.9178,2.9843,36.9447,28.5023,149.5827,104.6738,118.5779,147.586,2016.0,Apr
602,76.656,276.756,80.9881,16.0557,15.9291,13.4905,0.962,347.3796,25.9248,71.2155,12.7412,272.0399,28.7777,76.4306,12.7529,107.0507,27.916,2.9601,35.6648,28.5023,152.0216,104.6787,118.3207,147.8939,2016.0,May
603,77.2926,276.4685,81.0486,15.8771,15.7998,13.4841,0.9935,347.2079,25.6336,73.5263,12.5822,271.8103,28.7568,77.166,12.5989,107.7685,27.8937,2.9653,35.8507,28.4797,148.2362,104.5864,117.2918,147.3947,2016.0,Jun
604,78.9496,276.7677,80.2436,15.697,15.5827,13.5206,0.9991,346.8986,26.0779,74.5121,12.3707,272.25,28.7945,77.4954,12.2276,106.4343,27.9392,2.9937,35.209,28.5292,138.0239,104.7388,115.7117,145.8591,2016.0,Jul
605,79.7805,276.6123,80.5021,15.7478,15.7718,13.5042,1.0326,347.2254,25.9973,75.6417,12.6107,271.9319,28.7645,77.6355,12.3616,107.7394,27.9069,3.0171,35.3582,28.4942,137.0524,104.6221,117.1628,146.5556,2016.0,Aug
606,79.5079,276.4616,79.9258,15.6827,15.7541,13.4948,1.0259,347.0303,25.4625,76.4787,12.7596,271.7148,28.7395,76.935,12.2583,107.2997,27.8806,3.0172,35.2817,28.4735,137.3004,104.5396,117.0793,146.3971,2016.0,Sep
607,79.7425,276.5944,79.0004,15.5627,15.5163,13.502,1.0081,346.1479,25.0709,74.9841,12.8408,271.8858,28.7573,75.5809,11.9003,105.9969,27.8992,2.9896,34.0787,28.4907,129.1795,104.5985,115.2397,144.6019,2016.0,Oct
608,78.9017,276.8458,77.8457,15.325,15.2315,13.5149,0.9699,344.9733,24.1891,74.8741,12.4766,272.1148,28.7832,74.2481,11.4982,105.2422,27.925,2.9676,31.9462,28.5165,130.0219,104.6935,113.1116,143.3042,2016.0,Nov
609,76.8798,276.9317,78.3961,15.1496,14.8663,13.5139,0.9029,343.0494,23.4912,73.675,12.2478,272.1712,28.7865,72.9163,11.3762,102.6806,27.9305,2.93,29.9551,28.5255,130.582,104.7248,110.3385,141.225,2016.0,Dec
610,78.1217,276.9875,79.3028,15.2376,14.9905,13.5206,0.9116,343.2073,23.5153,74.6299,12.3873,272.2436,28.7941,73.3116,11.716,103.8624,27.9353,2.9582,27.9964,28.5278,129.092,104.7301,111.2553,141.7133,2017.0,Jan
611,80.2482,276.9211,79.956,15.2874,15.0168,13.5126,0.9261,343.4367,23.5817,75.6805,12.6033,272.175,28.7852,74.0025,11.7869,104.5856,27.9338,2.9937,28.5547,28.5252,130.751,104.7204,111.4325,142.0826,2017.0,Feb
612,79.7915,277.0067,78.2678,15.2348,15.0629,13.5042,0.9263,343.494,23.6159,73.3931,12.3396,272.2607,28.793,74.4986,11.7498,104.4192,27.939,3.0035,28.5231,28.5297,129.0549,104.7417,111.7889,142.0691,2017.0,Mar
613,78.9222,277.0027,78.0739,15.2587,15.1013,13.499,0.9518,344.0251,23.7913,73.1208,12.2195,272.2405,28.7934,74.9231,11.7064,104.6165,27.9398,3.0443,28.6941,28.5296,132.1295,104.7474,112.1215,142.7229,2017.0,Apr
614,77.7707,276.96,76.9465,15.2464,15.563,13.4727,0.9327,344.8168,24.2836,72.6591,12.318,272.2231,28.7907,75.0362,11.9308,105.9773,27.9372,3.0407,29.3859,28.5272,135.2891,104.7381,115.5902,144.2082,2017.0,May
615,79.0266,276.916,78.6222,15.4413,15.8345,13.4585,0.946,345.7245,24.533,75.5587,12.3987,272.2858,28.606,75.7292,12.0796,108.1856,27.9455,3.0847,29.7905,28.535,134.0711,104.7702,117.5776,145.0127,2017.0,June
616,82.1909,278.5775,82.9535,15.6192,16.35,13.5279,0.9376,348.7013,24.6083,77.562,12.9433,274.0682,28.8176,76.8791,12.6874,109.7805,28.1197,3.1286,29.6349,28.7121,136.8893,105.425,121.364,147.2954,2017.0,July
617,83.3388,278.3514,83.5226,15.8332,16.744,13.4872,0.9583,349.2093,24.6052,76.9634,13.3582,273.612,28.8447,77.3793,13.0477,109.0549,28.085,3.1689,30.0419,28.6767,136.4857,105.3079,124.3211,148.7228,2017.0,August
618,83.9437,278.3671,85.7744,16.0861,16.8832,13.5043,0.951,349.7035,25.0475,76.4078,13.4624,273.6808,28.7475,78.0465,13.1836,109.443,28.0882,3.1802,30.3565,28.6797,140.3471,105.3207,125.417,149.7221,2017.0,September
619,82.0167,278.3445,83.7159,15.9368,16.6554,13.5183,0.9327,348.8609,24.9284,74.2472,13.1992,273.7551,28.4988,77.4324,12.9132,107.3577,28.0948,3.1718,28.6989,28.6857,139.0289,105.3391,123.7944,148.6476,2017.0,October
620,80.3066,278.2796,82.5372,15.9233,16.6296,13.5225,0.9335,348.9124,25.2728,72.5456,12.8984,273.8184,28.4503,77.683,12.5906,106.2116,28.1001,3.2034,27.1334,28.6926,139.223,105.3626,123.5592,148.4585,2017.0,November
621,83.1108,287.6199,85.1267,16.5,17.3198,13.9585,0.9622,360.8719,26.7086,75.9533,13.106,283.1115,29.9435,80.7333,12.9721,110.0416,28.9937,3.3406,28.3506,29.6047,145.5839,108.6974,128.5032,154.0693,2017.0,December
622,87.7399,292.0514,88.7874,17.187,18.097,14.1484,0.9944,367.5384,27.9498,80.1024,13.9672,287.0899,30.3563,83.5318,13.7422,114.7327,29.4522,3.4678,29.2927,30.0736,152.3192,110.403,134.4909,159.018,2018.0,January
623,86.9858,292.0774,87.9093,17.4866,18.3402,14.1428,1.0245,368.678,28.2601,80.7555,14.1199,287.045,30.356,83.7227,13.7593,118.2393,29.4581,3.5134,29.2115,30.079,154.3441,110.4342,136.3667,160.4749,2018.0,February
624,87.0417,296.5645,86.7758,17.763,18.6014,14.335,1.0562,374.7683,28.7772,81.4979,14.4621,291.8225,30.8703,85.2945,13.6359,118.3431,29.9019,3.5932,28.9216,30.5298,156.4426,112.0689,138.2193,162.8446,2018.0,March
625,88.77,305.2269,90.6755,18.3511,19.0616,14.7355,1.0732,385.1682,29.7433,83.736,14.7503,300.1124,31.7349,87.8001,13.6971,119.3386,30.7909,3.6934,28.4814,31.4397,162.5264,115.4216,141.7252,167.685,2018.0,April
626,86.8406,305.1128,89.7153,18.1258,18.3316,14.7274,1.0525,383.023,29.1716,80.2718,14.2775,300.0466,31.7414,86.2107,13.1978,115.7219,30.7875,3.6181,26.1461,31.437,155.4005,115.4469,136.3883,164.6715,2018.0,May
627,89.19,313.2646,90.6325,18.3859,18.6794,15.1877,1.0814,394.0972,29.7865,82.7231,14.6967,309.113,32.7327,88.2782,13.5402,120.1867,31.7254,3.6774,25.8131,32.3858,157.9292,118.9055,138.881,169.138,2018.0,June
628,92.0327,327.3861,94.6247,18.5468,19.5194,15.8735,1.1153,411.7862,30.7857,84.5737,15.3412,323.6928,34.2479,91.2221,14.1125,124.9566,33.1663,3.7483,26.149,33.8594,163.6617,124.3534,145.237,175.692,2018.0,July
629,90.7433,327.1277,94.9883,18.0941,19.2181,15.8021,1.1133,409.1632,30.2986,82.6614,14.9053,322.0604,34.0568,90.4782,13.708,125.1128,33.0218,3.7516,21.5331,33.7147,159.467,123.7896,142.9756,172.9966,2018.0,August
630,89.2059,328.1612,95.0455,18.1132,19.4065,15.8526,1.109,410.075,29.9929,81.7529,15.0261,322.5792,34.1128,90.4507,13.8421,128.0997,33.0959,3.8067,19.556,33.793,161.6097,124.0816,144.4933,173.9472,2018.0,September
631,92.6783,344.4218,100.2901,18.8544,20.1352,16.6787,1.1553,430.4586,31.4002,85.2873,15.8424,339.0441,35.8825,94.5821,14.4551,131.2568,34.7818,3.9914,22.4551,35.5127,169.6111,130.3831,149.7243,182.4621,2018.0,October
632,96.7086,353.2416,101.2158,19.2512,20.3735,17.0868,1.1776,440.0111,31.9347,90.4865,15.7989,347.3837,36.7481,97.0951,14.7667,133.2836,35.6034,4.0596,24.8972,36.3621,172.2536,133.5041,151.6553,185.4778,2018.0,November
633,99.355,365.8707,103.1219,20.1173,21.129,17.727,1.2324,455.7799,33.2171,94.5102,16.0839,359.8519,38.0597,101.0504,15.3332,139.4843,36.921,4.2406,26.0772,37.7065,175.2696,138.4713,157.4476,192.0806,2018.0,December 
634,99.0532,366.7209,104.1793,20.4427,21.2391,17.6981,1.2734,457.775,33.7184,93.968,16.2305,360.4485,38.1066,102.2451,15.452,140.2429,36.9839,4.3635,25.8677,37.766,178.6763,138.6951,158.3463,193.4625,2019.0,January
635,98.8079,366.2486,104.8179,20.573,21.0741,17.6629,1.2548,456.4674,33.9929,94.6292,16.1419,359.9184,38.0633,102.3288,14.9822,138.2515,36.9438,4.4302,26.2875,37.7185,180.0221,138.5307,157.0665,192.9652,2019.0,February
636,98.4883,368.0151,104.1511,20.7521,21.1014,17.7421,1.2516,458.5132,34.1415,95.0382,16.1978,361.7213,38.2532,102.7866,14.9987,139.0361,37.116,4.3924,25.5613,37.8907,183.3356,139.1663,157.2492,193.8787,2019.0,March
637,100.32,373.2264,105.5001,21.037,21.2655,18.0038,1.2642,464.216,34.3322,94.8483,16.5019,366.8455,38.7831,104.0797,15.157,140.0859,37.6404,4.4361,24.5636,38.4286,183.892,141.1646,158.5339,196.0081,2019.0,April
638,101.0634,385.1465,108.2335,21.241,21.8508,18.5947,1.3245,479.5481,34.9557,95.5879,16.6876,378.9177,40.0978,106.2443,15.196,144.1522,38.874,4.5824,24.1723,39.6771,186.8061,145.6922,162.8149,201.0874,2019.0,May
639,107.6432,410.4622,116.9882,22.5192,23.5391,19.8897,1.4371,512.1403,37.3684,102.4894,18.0521,404.2901,42.7884,114.0439,16.5315,157.1268,41.4334,4.9994,26.7301,42.2722,196.5652,155.2491,175.3078,214.6993,2019.0,June
640,110.9255,419.8302,121.2462,23.0915,23.893,20.358,1.4675,522.1486,38.5407,106.1519,18.4707,413.3412,43.7083,116.7299,16.8932,160.7667,42.3589,5.1665,28.0173,43.2458,197.9401,158.8297,178.0528,220.2424,2019.0,July
641,106.9197,417.6304,119.0339,22.3747,23.5563,20.1655,1.4855,519.3509,37.7421,101.4352,17.6192,411.2457,43.4603,114.1558,16.367,161.1334,42.1359,5.1386,27.9619,43.0307,192.1975,158.077,175.5356,217.318,2019.0,August
642,106.1202,412.8507,117.7828,21.9424,23.0363,19.9317,1.4529,513.1035,37.2856,98.786,17.3187,406.0195,42.913,113.1285,16.0736,157.5808,41.6286,5.1152,27.3373,42.5145,192.7554,156.1764,171.8118,213.8612,2019.0,September
643,105.8437,412.2,118.1283,21.9754,23.0644,19.885,1.4416,512.6295,37.2196,98.5977,17.0461,405.416,42.8516,113.6987,15.9518,156.8588,41.569,5.1391,26.9549,42.4521,196.7147,155.9491,172.1651,214.1497,2019.0,October
644,105.9925,410.7237,117.3246,22.1311,22.9831,19.8401,1.4271,510.7122,37.3254,99.2311,16.9731,403.9023,42.681,114.0475,16.1153,156.4342,41.4192,5.1412,27.0763,42.2939,200.0853,155.3675,171.6374,213.8274,2019.0,November
645,106.4443,409.6415,117.477,22.0815,23.0304,19.8436,1.4192,509.5718,37.3174,101.8077,17.1306,402.7817,42.5509,114.0599,16.4158,157.4332,41.2913,5.1283,26.5205,42.1676,202.938,154.92,171.9871,213.7587,2019.0,December
